"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Carlos Rondon","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".212",".210",".422",".191","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009319"
"Gustavo Polanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".220",".270",".490",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871442"
"Billy Hamilton","","6","26","24","5","1","0","0","2","2","2","8","0","1","0","",".203",".266",".289",".556",".248","58","","0.1","0.1","","-1.2","0.2","0.0","","600.2","10199"
"Rafael Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".220",".234",".454",".205","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007052"
"Daniel Montesino","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".227",".247",".474",".213","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015721"
"Jandel Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".216",".241",".457",".205","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005779"
"Jefrey De Los Santos","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".191",".208",".399",".179","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015574"
"Angel Tejada","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".201",".212",".413",".185","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015744"
"Alvaro Aguero","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".185",".223",".408",".181","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015679"
"Felix Tena","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".212",".264",".476",".209","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015847"
"Felix Negueis","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".211",".236",".447",".200","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008739"
"Darol Garcia","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".190",".194",".384",".174","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015556"
"Olivber Moreno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".214",".242",".457",".205","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005778"
"Carlos Gutierrez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".197",".203",".400",".183","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015783"
"Angel Parra","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".196",".217",".412",".185","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016556"
"Felix Familia","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".234",".245",".479",".215","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003213"
"Carlos Colmenarez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".180",".184",".364",".164","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017480"
"Juan Garcia","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".205",".221",".427",".191","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016296"
"Luis Rubio","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".213",".207",".420",".191","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008797"
"Gregory Barrios","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".201",".200",".401",".180","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015800"
"Jose Perez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".191",".194",".385",".174","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016162"
"Jesus Loya","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".213",".251",".464",".205","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548065"
"Mason Berne","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".223",".278",".501",".221","33","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007029"
"Yonathan Leon","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".180",".180",".360",".163","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015627"
"Justin Oferman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".207",".200",".406",".184","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006216"
"Miguel Villarroel","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".219",".255",".474",".210","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015631"
"Nelson Medina","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".215",".222",".437",".199","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005549"
"Rafael Martinez","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".199",".228",".427",".189","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008848"
"Alixandri Alvarez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".211",".199",".409",".188","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008802"
"Claudio Finol","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".231",".253",".484",".216","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003256"
"Frank Hernandez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".244",".465",".208","25","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015678"
"Moises Valero","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".208",".274",".482",".211","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016128"
"Simon Rodriguez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".194",".205",".399",".181","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015540"
"Branlyn Jaraba","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".191",".235",".426",".188","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008755"
"Rafael Cruz","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".187",".223",".411",".180","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015819"
"Albert Feliz","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".202",".269",".471",".206","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008799"
"Roimer Bolivar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".219",".228",".447",".202","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003284"
"Jehisbert Sevilla","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".195",".202",".397",".179","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015585"
"Starlin Gill","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".220",".256",".475",".211","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008737"
"Daniel Vazquez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".187",".197",".384",".173","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016143"
"Adonis Cepeda","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".209",".237",".446",".199","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016159"
"Jamal Zalm","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".202",".217",".418",".188","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015571"
"Christopher Familia","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".210",".235",".445",".198","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011776"
"Carlos Vicioso","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".196",".204",".400",".182","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015690"
"Helison Mota","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".203",".206",".409",".186","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016172"
"Luis Encarnacion","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".217",".247",".463",".206","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015548"
"Juan Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".212",".272",".484",".213","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002699"
"Esmerlyn Valdez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".203",".258",".461",".204","24","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015768"
"Anderson Comas","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".203",".243",".446",".197","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003268"
"Rivaldo Avila","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".132",".177",".188",".365",".165","-7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016313"
"K.V. Edwards","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".206",".248",".454",".201","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008109"
"Wilfredo Lara","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".183",".215",".398",".176","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017123"
"Victor Sosa","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".224",".248",".471",".211","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015562"
"Giancarlos Santana","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".202",".208",".410",".185","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008809"
"Edgar Alfonso","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".194",".203",".397",".179","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015870"
"Sebastian Burciaga","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".196",".208",".404",".181","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009545"
"Teudis Cortorreal","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".210",".245",".455",".201","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015746"
"Ashton Creal","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".220",".253",".473",".211","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010048"
"Geuri Lubo","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".193",".198",".391",".176","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017122"
"Mauro Bonifacio","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".187",".262",".448",".196","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008881"
"Brett Langhorne","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".231",".252",".483",".218","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007064"
"Jesus Castillo","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".202",".200",".403",".182","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015587"
"Juan Garcia","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".200",".210",".410",".186","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015632"
"Alex Zapete","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".230",".249",".479",".215","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008811"
"Adonis Figuereo","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".207",".235",".442",".197","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005758"
"Pedro Mota","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".217",".239",".456",".204","11","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008800"
"Raymi Gomez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".202",".249",".451",".200","21","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008780"
"Fabio Villadiego","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".193",".202",".395",".179","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015762"
"Yeison Vargas","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".198",".200",".399",".180","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016343"
"Eric Aguilera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".212",".269",".481",".212","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738943"
"Kleiver Lopez","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".196",".196",".392",".178","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016167"
"Andres Monzon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".192",".206",".399",".180","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008833"
"Teofilo Mendez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".200",".216",".415",".186","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008795"
"Cesar Jimenez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".199",".390",".176","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009762"
"Armando Sierra","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".214",".243",".456",".203","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015805"
"Josue Cruz","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".204",".275",".479",".210","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005577"
"Gustavo Armas","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".204",".193",".398",".182","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015852"
"Jesus Fernandez","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".192",".190",".382",".173","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015654"
"Glenallen Hill Jr.","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".217",".242",".459",".205","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010335"
"Gerard Ramos","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".226",".311",".538",".233","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005536"
"Freddvil Chevez","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".201",".251",".452",".199","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003413"
"Luis Zambrano","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".196",".186",".382",".175","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009311"
"Deivi Estrada","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".225",".228",".452",".205","23","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006076"
"Carlos Jimenez","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".194",".227",".421",".189","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015599"
"Elias Reynoso","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".128",".192",".164",".356",".167","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015772"
"Fadriel Cruz","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".239",".254",".493",".221","22","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005476"
"Luis Rodriguez","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".134",".184",".212",".396",".177","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015820"
"Jhon Diaz","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".130",".182",".188",".369",".169","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014710"
"Jose Sanabria","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".195",".192",".388",".177","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015595"
"Jecorrah Arnold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".205",".240",".445",".198","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004508"
"Julio Pinto","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".190",".199",".390",".175","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015812"
"Kona Quiggle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".212",".225",".437",".198","20","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010588"
"Alexis Hernandez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".220",".260",".479",".213","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015642"
"Kevin Rivas","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".141",".199",".182",".381",".176","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015539"
"Edgar Basabe","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".133",".186",".196",".382",".174","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015810"
"Hans Montero","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".132",".185",".171",".356",".165","-2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016321"
"Jose Manuel Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".217",".253",".471",".210","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505268"
"Enger Castellano","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".183",".204",".387",".174","5","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015660"
"Enmanuel Ramirez","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".187",".228",".415",".184","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015763"
"Garrett Frechette","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".212",".257",".469",".207","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010636"
"Richel Del Rosario","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".186",".196",".381",".171","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015780"
